 1970 1  -0.03137254901960784  -0.2784313725490196  -0.04901960784313726  
 1970 2  0.0313725490196079  0.2784313725490196  0.1098039215686275  
 1970 3  0.0  0.0  -0.06078431372549021  
 1970 4  0.0  0.0  0.0  
 1970 5  0.0  0.0  0.0  
 1970 6  0.0  0.0  0.0  
 1970 7  0.0  0.0  0.0  
 1970 8  0.0  0.0  0.0  
 1970 9  0.0  0.0  0.0  
 1970 10  0.0  0.0  0.0  
 1970 11  0.0  0.0  0.0  
 1970 12  0.0  0.0  0.0  
 1971 1  0.4686274509803922  0.7215686274509804  -0.04901960784313726  
 1971 2  -0.4686274509803921  -0.7215686274509804  0.1098039215686275  
 1971 3  0.0  0.0  -0.06078431372549021  
 1971 4  0.0  0.0  0.0  
 1971 5  0.0  0.0  0.0  
 1971 6  0.0  0.0  0.0  
 1971 7  0.0  0.0  0.0  
 1971 8  0.0  0.0  0.0  
 1971 9  0.0  0.0  0.0  
 1971 10  0.0  0.0  0.0  
 1971 11  0.0  0.0  0.0  
 1971 12  0.0  0.0  0.0  
 1972 1  -0.5313725490196078  -0.2784313725490196  -0.04901960784313726  
 1972 2  0.531372549019608  0.2784313725490196  0.1098039215686275  
 1972 3  0.0  0.0  -0.06078431372549021  
 1972 4  0.0  0.0  0.0  
 1972 5  0.0  0.0  0.0  
 1972 6  0.0  0.0  0.0  
 1972 7  0.0  0.0  0.0  
 1972 8  0.0  0.0  0.0  
 1972 9  0.0  0.0  0.0  
 1972 10  0.0  0.0  0.0  
 1972 11  0.0  0.0  0.0  
 1972 12  0.0  0.0  0.0  
 1973 1  0.2686274509803922  -0.2784313725490196  -0.04901960784313726  
 1973 2  -0.2686274509803921  0.2784313725490196  0.1098039215686275  
 1973 3  0.0  0.0  -0.06078431372549021  
 1973 4  0.0  0.0  0.0  
 1973 5  0.0  0.0  0.0  
 1973 6  0.0  0.0  0.0  
 1973 7  0.0  0.0  0.0  
 1973 8  0.0  0.0  0.0  
 1973 9  0.0  0.0  0.0  
 1973 10  0.0  0.0  0.0  
 1973 11  0.0  0.0  0.0  
 1973 12  0.0  0.0  0.0  
 1974 1  0.4686274509803922  0.7215686274509804  0.3509803921568628  
 1974 2  -0.4686274509803921  -0.7215686274509804  -0.2901960784313725  
 1974 3  0.0  0.0  -0.06078431372549021  
 1974 4  0.0  0.0  0.0  
 1974 5  0.0  0.0  0.0  
 1974 6  0.0  0.0  0.0  
 1974 7  0.0  0.0  0.0  
 1974 8  0.0  0.0  0.0  
 1974 9  0.0  0.0  0.0  
 1974 10  0.0  0.0  0.0  
 1974 11  0.0  0.0  0.0  
 1974 12  0.0  0.0  0.0  
